episode,reward,success,length
719,1.0689347,1,1
720,-0.1,0,1
721,-0.1,0,1
722,1.0580122,1,3
723,1.1730446,1,1
724,1.0956107,1,1
725,-0.1,0,1
726,1.0593642,1,1
727,1.0906371,1,1
728,-0.1,0,1
729,-0.11013069,0,2
730,-0.1,0,1
731,1.07043,1,1
732,-0.13263018,0,2
733,-0.1,0,1
734,1.1161354,1,1
735,-0.1,0,1
736,-0.1,0,1
737,1.083397,1,1
738,-0.1,0,1
739,1.0952505,1,1
740,0.95660394,1,1
741,-0.1,0,1
742,-0.1,0,1
743,-0.106573954,0,2
744,-0.07661456,1,2
745,-0.1,0,1
746,1.0537983,1,1
747,1.1330936,1,1
748,-0.1,0,1
749,-0.1,0,1
750,1.1405083,1,1
751,-0.1,0,1
752,-0.1,0,1
753,-0.1,0,1
754,-0.1,0,1
755,-0.1,0,1
756,-0.16212119,0,2
757,-0.1,0,1
758,-0.1,0,1
759,-0.1,0,1
760,-0.1,0,1
761,0.9898305,1,1
762,-0.1,0,1
763,-0.1,0,1
764,-0.025334373,1,2
765,1.0685982,1,1
766,-0.1,0,1
767,-0.1,0,1
768,-0.1,0,1
769,-0.1,0,1
770,1.0592275,1,1
771,-0.1,0,1
772,-0.11727685,0,2
773,-0.0716806,1,2
774,-0.1871877,0,2
775,-0.1,0,1
776,-0.1,0,1
777,-0.1,0,1
778,-0.1,0,1
779,-0.1,0,1
780,1.062581,1,1
781,1.0915728,1,1
782,1.0702626,1,1
783,1.1177026,1,1
784,-0.1,0,1
785,-0.1,0,1
786,-0.1,0,1
787,-0.19210213,0,3
788,1.0572599,1,1
789,1.1586734,1,1
790,-0.17568707,0,3
791,1.0573823,1,1
792,-0.1,0,1
793,1.0367111,1,1
794,-0.1,0,1
795,-0.1,0,1
796,1.0185004,1,1
797,-0.1,0,1
798,-0.1,0,1
799,-0.101190366,0,2
800,1.0032974,1,1
801,-0.1,0,1
802,-0.1,0,1
803,-0.12001061,0,2
804,-0.1,0,1
805,1.1059918,1,1
806,-0.1,0,1
807,-0.1,0,1
808,-0.1,0,1
809,-0.1,0,1
810,1.1576421,1,1
811,1.1822586,1,1
812,-0.1,0,1
813,-0.0149957985,1,2
814,1.0696349,1,1
815,-0.1,0,1
816,-0.1,0,1
817,-0.1,0,1
818,1.0697821,1,1
819,-0.1,0,1
820,1.109169,1,1
821,-0.1,0,1
822,-0.1,0,1
823,-0.1,0,1
824,1.1017914,1,1
825,0.4976265,1,1
826,-0.1,0,1
827,0.060699143,1,2
828,-0.1,0,1
829,-0.1,0,1
830,-0.1,0,1
831,0.7877629,1,1
832,-0.1,0,1
833,-0.1,0,1
834,1.1385511,1,1
835,-0.1,0,1
836,-0.1,0,1
837,1.0211068,1,1
838,-0.1,0,1
839,-0.1,0,1
840,-0.1,0,1
841,-0.1,0,1
842,-0.1,0,1
843,0.025260769,1,2
844,-0.092615254,1,2
845,-0.1,0,1
846,-0.1,0,1
847,-0.1,0,1
848,-0.1,0,1
849,-0.1,0,1
850,-0.1,0,1
851,-0.1,0,1
852,-0.15062524,0,2
853,-0.1,0,1
854,-0.056239832,1,2
855,-0.1,0,1
856,-0.1,0,1
857,1.1763871,1,1
858,-0.1,0,1
859,-0.1,0,1
860,-0.1,0,1
861,-0.1,0,1
862,-0.1,0,1
863,-0.1,0,1
864,1.0931534,1,1
865,-0.1,0,1
866,1.0034419,1,1
867,-0.1,0,1
868,-0.08387612,1,2
869,-0.1,0,1
870,1.1398438,1,1
871,-0.1,0,1
872,-0.1,0,1
873,-0.14499597,0,2
874,1.0047008,1,1
875,-0.1,0,1
876,-0.1,0,1
877,-0.1,0,1
878,-0.1,0,1
879,1.1390811,1,1
880,-0.1,0,1
881,1.0613539,1,2
882,-0.1,0,1
883,-0.1,0,1
884,-0.1,0,1
885,-0.1,0,1
886,0.014231071,1,2
887,-0.1,0,1
888,-0.1,0,1
889,1.0595564,1,1
890,1.0955478,1,1
891,-0.19898733,0,2
892,-0.0900104,1,2
893,1.0931311,1,1
894,-0.1,0,1
895,0.98135436,1,1
896,-0.1,0,1
897,-0.1,0,1
898,-0.07113785,1,2
899,-0.1,0,1
900,1.031772,1,1
901,-0.1,0,1
902,1.0382532,1,1
903,-0.1,0,1
904,-0.1,0,1
905,-0.1,0,1
906,-0.1,0,1
907,-0.1,0,1
908,-0.084607765,1,2
909,1.1253889,1,1
910,-0.055891078,1,3
911,-0.1,0,1
912,-0.1,0,1
913,1.0695505,1,1
914,-0.1,0,1
915,-0.1,0,1
916,-0.1,0,1
917,1.1016409,1,1
918,1.074003,1,1
919,1.0760868,1,1
920,-0.1,0,1
921,-0.1,0,1
922,-0.1,0,1
923,-0.1,0,1
924,1.0676929,1,1
925,-0.1,0,1
926,-0.1,0,1
927,-0.1,0,1
928,-0.1,0,1
929,-0.13661161,0,2
930,-0.1,0,1
931,-0.1,0,1
932,-0.1,0,1
933,-0.1,0,1
934,-0.1,0,1
935,-0.004538983,1,2
936,-0.1,0,1
937,-0.1,0,1
938,-0.1,0,1
939,-0.1,0,1
940,-0.1,0,1
941,-0.1,0,1
942,1.026582,1,1
943,1.0234917,1,1
944,-0.1,0,1
945,-0.21474126,0,2
946,-0.1,0,1
947,-0.0805374,1,3
948,-0.1,0,1
949,-0.1,0,1
950,-0.1,0,1
951,1.0680795,1,1
952,-0.1,0,1
953,-0.1,0,1
954,-0.10686961,0,2
955,-0.1,0,1
956,1.0663251,1,1
957,1.1885662,1,1
958,1.1453959,1,1
959,1.0908698,1,1
960,-0.074853376,1,2
961,-0.1,0,1
962,-0.1,0,1
963,1.0055703,1,1
964,-0.0994173,1,2
965,1.0977376,1,1
966,-0.1,0,1
967,-0.13117841,0,2
968,-0.1,0,1
969,-0.1,0,1
970,1.112275,1,1
971,-0.1,0,1
972,-0.1,0,1
973,1.0967696,1,3
974,-0.1,0,1
975,-0.1,0,1
976,-0.1,0,1
977,-0.1,0,1
978,-0.1,0,1
979,-0.1,0,1
980,-0.1,0,1
