episode,reward,success_rate
13218,0.5,1
13219,1.0,1
13220,0.5,1
13221,0.5,1
13222,0.5,1
13223,0.5,1
13224,0.5,1
13225,0.5,1
13226,0.5,1
13227,-0.1,0
13228,-0.1,0
13229,-0.1,0
13230,-0.1,0
13231,-0.1,0
13232,0.5,1
13233,1.0,1
13234,0.5,1
13235,-0.1,0
13236,0.5,1
13237,0.5,1
13238,0.5,1
13239,-0.1,0
13240,0.5,1
13241,-0.1,0
13242,0.5,1
13243,-0.1,0
13244,1.0,1
13245,1.0,1
13246,0.5,1
13247,-0.1,0
13248,0.5,1
13249,-0.1,0
13250,-0.1,0
13251,-0.1,0
13252,-0.1,0
13253,-0.1,0
13254,0.5,1
13255,0.5,1
13256,0.5,1
13257,0.5,1
13258,0.5,1
13259,0.5,1
13260,-0.1,0
13261,0.5,1
13262,0.5,1
13263,0.5,1
13264,0.5,1
13265,0.5,1
13266,0.5,1
13267,0.5,1
13268,0.5,1
13269,-0.1,0
13270,0.5,1
13271,1.0,1
13272,0.5,1
13273,1.0,1
13274,1.0,1
13275,0.5,1
13276,-0.1,0
13277,0.5,1
13278,1.0,1
13279,-0.1,0
13280,1.0,1
13281,0.5,1
13282,1.0,1
13283,0.5,1
13284,-0.1,0
13285,1.0,1
13286,0.5,1
13287,0.5,1
13288,1.0,1
13289,-0.1,0
13290,-0.1,0
13291,0.5,1
13292,0.5,1
13293,0.5,1
13294,1.0,1
13295,0.5,1
13296,-0.1,0
13297,-0.1,0
13298,0.5,1
13299,0.5,1
13300,0.5,1
13301,0.5,1
13302,-0.1,0
13303,0.5,1
13304,-0.1,0
13305,1.0,1
13306,0.5,1
13307,0.5,1
13308,-0.1,0
13309,0.5,1
13310,1.0,1
13311,1.0,1
13312,-0.1,0
13313,1.0,1
13314,1.0,1
13315,0.5,1
13316,0.5,1
13317,1.0,1
13318,0.5,1
13319,0.5,1
13320,1.0,1
13321,1.0,1
13322,-0.1,0
13323,0.5,1
13324,0.5,1
13325,0.5,1
13326,1.0,1
13327,0.5,1
13328,0.5,1
13329,0.5,1
13330,0.5,1
13331,-0.1,0
13332,-0.1,0
13333,1.0,1
13334,-0.1,0
13335,-0.1,0
13336,-0.1,0
13337,1.0,1
13338,-0.1,0
13339,-0.1,0
13340,1.0,1
13341,0.5,1
13342,-0.1,0
13343,0.5,1
13344,1.0,1
13345,0.5,1
13346,0.5,1
13347,0.5,1
13348,1.0,1
13349,0.5,1
13350,-0.1,0
13351,0.5,1
13352,1.0,1
13353,0.5,1
13354,1.0,1
13355,0.5,1
13356,0.5,1
13357,1.0,1
13358,0.5,1
13359,0.5,1
13360,0.5,1
13361,0.5,1
13362,1.0,1
13363,0.5,1
13364,-0.1,0
13365,-0.1,0
13366,0.5,1
13367,0.5,1
13368,-0.1,0
13369,1.0,1
13370,0.5,1
13371,0.5,1
13372,-0.1,0
13373,0.5,1
13374,-0.1,0
13375,0.5,1
13376,0.5,1
13377,0.5,1
13378,0.5,1
13379,0.5,1
13380,-0.1,0
13381,1.0,1
13382,0.5,1
13383,1.0,1
13384,-0.1,0
13385,0.5,1
13386,1.0,1
13387,1.0,1
13388,-0.1,0
13389,0.5,1
13390,-0.1,0
13391,0.5,1
13392,-0.1,0
13393,1.0,1
13394,0.5,1
13395,0.5,1
13396,-0.1,0
13397,0.5,1
13398,-0.1,0
13399,-0.1,0
13400,1.0,1
13401,1.0,1
13402,-0.1,0
13403,0.5,1
13404,0.5,1
13405,0.5,1
13406,-0.1,0
13407,-0.1,0
13408,-0.1,0
13409,-0.1,0
13410,1.0,1
13411,-0.1,0
13412,0.5,1
13413,-0.1,0
13414,0.5,1
13415,0.5,1
13416,0.5,1
13417,1.0,1
13418,0.5,1
13419,0.5,1
13420,1.0,1
13421,0.5,1
13422,-0.1,0
13423,0.5,1
13424,0.5,1
13425,-0.1,0
13426,0.5,1
13427,-0.1,0
13428,0.5,1
13429,1.0,1
13430,1.0,1
13431,0.5,1
13432,0.5,1
13433,0.5,1
13434,0.5,1
13435,0.5,1
13436,-0.1,0
13437,0.5,1
13438,0.5,1
13439,0.5,1
13440,0.5,1
13441,0.5,1
13442,-0.1,0
13443,-0.1,0
13444,-0.1,0
13445,0.5,1
13446,0.5,1
13447,0.5,1
13448,0.5,1
13449,0.5,1
13450,1.0,1
13451,-0.1,0
13452,0.5,1
13453,-0.1,0
13454,-0.1,0
13455,0.5,1
13456,0.5,1
13457,0.5,1
13458,-0.1,0
13459,-0.1,0
13460,0.5,1
13461,-0.1,0
13462,0.5,1
13463,0.5,1
13464,0.5,1
13465,0.5,1
13466,0.5,1
13467,0.5,1
13468,0.5,1
13469,0.5,1
13470,0.5,1
13471,0.5,1
13472,0.5,1
13473,0.5,1
13474,0.5,1
13475,0.5,1
13476,0.5,1
13477,0.5,1
13478,0.5,1
13479,-0.1,0
13480,1.0,1
13481,1.0,1
13482,0.5,1
13483,-0.1,0
13484,0.5,1
13485,-0.1,0
13486,0.5,1
13487,1.0,1
13488,-0.1,0
13489,1.0,1
13490,1.0,1
13491,-0.1,0
13492,0.5,1
13493,1.0,1
13494,0.5,1
13495,-0.1,0
13496,-0.1,0
13497,0.5,1
13498,0.5,1
13499,0.5,1
13500,0.5,1
13501,-0.1,0
13502,0.5,1
13503,1.0,1
13504,0.5,1
13505,0.5,1
13506,1.0,1
13507,0.5,1
13508,0.5,1
13509,1.0,1
13510,-0.1,0
13511,1.0,1
13512,0.5,1
13513,0.5,1
13514,1.0,1
13515,0.5,1
13516,0.5,1
13517,1.0,1
13518,0.5,1
13519,1.0,1
13520,-0.1,0
13521,1.0,1
13522,1.0,1
13523,0.5,1
13524,0.5,1
13525,0.5,1
13526,1.0,1
13527,-0.1,0
13528,1.0,1
13529,0.5,1
13530,0.5,1
13531,0.5,1
13532,0.5,1
13533,0.5,1
13534,0.5,1
13535,0.5,1
13536,1.0,1
13537,1.0,1
13538,0.5,1
13539,1.0,1
13540,-0.1,0
13541,0.5,1
13542,-0.1,0
13543,0.5,1
13544,0.5,1
13545,0.5,1
13546,0.5,1
13547,0.5,1
13548,0.5,1
13549,0.5,1
13550,0.5,1
13551,1.0,1
13552,0.5,1
13553,0.5,1
13554,-0.1,0
13555,0.5,1
13556,-0.1,0
13557,-0.1,0
13558,1.0,1
13559,1.0,1
13560,0.5,1
13561,0.5,1
13562,0.5,1
13563,1.0,1
13564,-0.1,0
13565,0.5,1
13566,-0.1,0
13567,1.0,1
13568,0.5,1
13569,1.0,1
13570,-0.1,0
13571,1.0,1
13572,0.5,1
13573,0.5,1
13574,-0.1,0
13575,0.5,1
13576,0.5,1
13577,0.5,1
13578,0.5,1
13579,0.5,1
13580,-0.1,0
13581,0.5,1
13582,-0.1,0
13583,0.5,1
13584,-0.1,0
13585,1.0,1
13586,-0.1,0
13587,1.0,1
13588,0.5,1
13589,-0.1,0
13590,0.5,1
13591,0.5,1
13592,0.5,1
13593,0.5,1
13594,0.5,1
13595,0.5,1
13596,0.5,1
13597,1.0,1
13598,0.5,1
13599,0.5,1
13600,0.5,1
13601,0.5,1
13602,0.5,1
13603,0.5,1
13604,0.5,1
13605,0.5,1
13606,-0.1,0
13607,0.5,1
13608,1.0,1
13609,0.5,1
13610,1.0,1
13611,0.5,1
13612,0.5,1
13613,0.5,1
13614,0.5,1
13615,0.5,1
13616,-0.1,0
13617,0.5,1
13618,0.5,1
13619,1.0,1
13620,0.5,1
13621,1.0,1
13622,0.5,1
13623,0.5,1
13624,0.5,1
13625,0.5,1
13626,1.0,1
13627,1.0,1
13628,1.0,1
13629,1.0,1
13630,0.5,1
13631,-0.1,0
13632,1.0,1
13633,0.5,1
13634,-0.1,0
13635,-0.1,0
13636,-0.1,0
13637,0.5,1
13638,-0.1,0
13639,0.5,1
13640,-0.1,0
13641,0.5,1
13642,0.5,1
13643,0.5,1
13644,-0.1,0
13645,0.5,1
13646,-0.1,0
13647,0.5,1
13648,0.5,1
13649,-0.1,0
13650,1.0,1
13651,0.5,1
13652,-0.1,0
13653,1.0,1
13654,-0.1,0
13655,0.5,1
13656,0.5,1
13657,0.5,1
13658,1.0,1
13659,0.5,1
13660,-0.1,0
13661,-0.1,0
13662,0.5,1
13663,0.5,1
13664,0.5,1
13665,-0.1,0
13666,0.5,1
13667,1.0,1
13668,0.5,1
13669,0.5,1
13670,-0.1,0
13671,-0.1,0
13672,0.5,1
13673,0.5,1
13674,1.0,1
13675,-0.1,0
13676,1.0,1
13677,0.5,1
13678,0.5,1
13679,0.5,1
13680,0.5,1
13681,0.5,1
13682,-0.1,0
13683,1.0,1
13684,1.0,1
13685,-0.1,0
13686,1.0,1
13687,1.0,1
13688,-0.1,0
13689,0.5,1
13690,1.0,1
13691,-0.1,0
13692,-0.1,0
13693,0.5,1
13694,-0.1,0
13695,1.0,1
13696,-0.1,0
13697,1.0,1
13698,1.0,1
13699,0.5,1
13700,0.5,1
13701,0.5,1
13702,0.5,1
13703,-0.1,0
13704,-0.1,0
13705,-0.1,0
13706,1.0,1
13707,-0.1,0
13708,-0.1,0
13709,-0.1,0
13710,1.0,1
13711,1.0,1
13712,-0.1,0
13713,0.5,1
13714,0.5,1
13715,-0.1,0
13716,1.0,1
13717,-0.1,0
13718,0.5,1
13719,0.5,1
13720,-0.1,0
13721,0.5,1
13722,0.5,1
13723,-0.1,0
13724,0.5,1
13725,0.5,1
13726,0.5,1
13727,1.0,1
13728,1.0,1
13729,0.5,1
13730,0.5,1
13731,0.5,1
13732,0.5,1
13733,-0.1,0
13734,0.5,1
13735,1.0,1
13736,0.5,1
13737,0.5,1
13738,0.5,1
13739,0.5,1
13740,0.5,1
13741,0.5,1
13742,-0.1,0
13743,-0.1,0
13744,0.5,1
13745,1.0,1
13746,0.5,1
13747,-0.1,0
13748,0.5,1
13749,0.5,1
13750,0.5,1
13751,0.5,1
13752,1.0,1
13753,0.5,1
13754,0.5,1
13755,1.0,1
13756,0.5,1
13757,-0.1,0
13758,0.5,1
13759,1.0,1
13760,1.0,1
13761,0.5,1
13762,0.5,1
13763,0.5,1
13764,0.5,1
13765,0.5,1
13766,0.5,1
13767,0.5,1
13768,-0.1,0
13769,0.5,1
13770,0.5,1
13771,0.5,1
13772,-0.1,0
13773,0.5,1
13774,0.5,1
13775,1.0,1
13776,-0.1,0
13777,0.5,1
13778,-0.1,0
13779,0.5,1
13780,1.0,1
13781,-0.1,0
13782,1.0,1
13783,0.5,1
13784,1.0,1
13785,1.0,1
13786,0.5,1
13787,0.5,1
13788,0.5,1
13789,0.5,1
13790,1.0,1
13791,0.5,1
13792,-0.1,0
13793,0.5,1
13794,1.0,1
13795,0.5,1
13796,0.5,1
13797,0.5,1
13798,0.5,1
13799,-0.1,0
13800,1.0,1
13801,0.5,1
13802,0.5,1
13803,0.5,1
13804,0.5,1
13805,0.5,1
13806,1.0,1
13807,1.0,1
13808,0.5,1
13809,0.5,1
13810,-0.1,0
13811,1.0,1
13812,0.5,1
13813,0.5,1
13814,0.5,1
13815,0.5,1
13816,-0.1,0
13817,-0.1,0
13818,0.5,1
13819,1.0,1
13820,-0.1,0
13821,0.5,1
13822,0.5,1
13823,1.0,1
13824,-0.1,0
13825,0.5,1
13826,0.5,1
13827,0.5,1
13828,0.5,1
13829,1.0,1
13830,0.5,1
13831,-0.1,0
13832,0.5,1
13833,1.0,1
13834,-0.1,0
13835,0.5,1
13836,1.0,1
13837,0.5,1
13838,0.5,1
13839,1.0,1
13840,0.5,1
13841,-0.1,0
13842,1.0,1
13843,0.5,1
13844,0.5,1
13845,1.0,1
13846,0.5,1
13847,0.5,1
13848,0.5,1
13849,0.5,1
13850,1.0,1
13851,0.5,1
13852,-0.1,0
13853,0.5,1
13854,-0.1,0
13855,-0.1,0
13856,0.5,1
13857,0.5,1
13858,0.5,1
13859,0.5,1
13860,1.0,1
13861,0.5,1
13862,0.5,1
13863,-0.1,0
13864,0.5,1
13865,-0.1,0
13866,0.5,1
13867,0.5,1
13868,0.5,1
13869,-0.1,0
13870,0.5,1
13871,0.5,1
13872,1.0,1
13873,-0.1,0
13874,0.5,1
13875,-0.1,0
13876,-0.1,0
13877,-0.1,0
13878,0.5,1
13879,0.5,1
13880,-0.1,0
13881,-0.1,0
13882,-0.1,0
13883,-0.1,0
13884,0.5,1
13885,-0.1,0
13886,0.5,1
13887,0.5,1
13888,0.5,1
13889,0.5,1
13890,0.5,1
13891,0.5,1
13892,-0.1,0
13893,0.5,1
13894,0.5,1
13895,0.5,1
13896,1.0,1
13897,1.0,1
13898,1.0,1
13899,0.5,1
13900,0.5,1
13901,1.0,1
13902,-0.1,0
13903,-0.1,0
13904,-0.1,0
13905,0.5,1
13906,0.5,1
13907,1.0,1
13908,0.5,1
13909,0.5,1
13910,0.5,1
13911,1.0,1
13912,0.5,1
13913,1.0,1
13914,0.5,1
13915,0.5,1
13916,1.0,1
13917,0.5,1
13918,0.5,1
13919,0.5,1
13920,1.0,1
13921,1.0,1
13922,0.5,1
13923,1.0,1
13924,-0.1,0
13925,1.0,1
13926,-0.1,0
13927,0.5,1
13928,-0.1,0
13929,1.0,1
13930,0.5,1
13931,0.5,1
13932,0.5,1
13933,1.0,1
13934,-0.1,0
13935,1.0,1
13936,0.5,1
13937,0.5,1
13938,0.5,1
13939,0.5,1
13940,0.5,1
13941,0.5,1
13942,0.5,1
13943,0.5,1
13944,0.5,1
13945,0.5,1
13946,0.5,1
13947,-0.1,0
13948,1.0,1
13949,0.5,1
13950,0.5,1
13951,0.5,1
13952,0.5,1
13953,-0.1,0
13954,0.5,1
13955,-0.1,0
13956,1.0,1
13957,0.5,1
13958,0.5,1
13959,0.5,1
13960,-0.1,0
13961,-0.1,0
13962,0.5,1
13963,-0.1,0
13964,0.5,1
13965,-0.1,0
13966,1.0,1
13967,-0.1,0
13968,0.5,1
13969,-0.1,0
13970,-0.1,0
13971,-0.1,0
13972,1.0,1
13973,1.0,1
13974,-0.1,0
13975,0.5,1
13976,0.5,1
13977,0.5,1
13978,0.5,1
13979,1.0,1
13980,-0.1,0
13981,0.5,1
13982,0.5,1
13983,0.5,1
13984,0.5,1
13985,0.5,1
13986,0.5,1
13987,-0.1,0
13988,0.5,1
13989,1.0,1
13990,0.5,1
13991,-0.1,0
13992,-0.1,0
13993,0.5,1
13994,0.5,1
13995,0.5,1
13996,-0.1,0
13997,-0.1,0
13998,1.0,1
13999,0.5,1
14000,-0.1,0
14001,1.0,1
14002,1.0,1
14003,-0.1,0
14004,1.0,1
14005,-0.1,0
14006,-0.1,0
14007,0.5,1
14008,0.5,1
14009,-0.1,0
14010,-0.1,0
14011,0.5,1
14012,-0.1,0
14013,0.5,1
14014,0.5,1
14015,-0.1,0
14016,0.5,1
14017,1.0,1
14018,0.5,1
14019,1.0,1
14020,0.5,1
14021,0.5,1
14022,0.5,1
14023,0.5,1
14024,0.5,1
14025,1.0,1
14026,-0.1,0
14027,0.5,1
14028,0.5,1
14029,1.0,1
14030,-0.1,0
14031,0.5,1
14032,-0.1,0
14033,1.0,1
14034,1.0,1
14035,1.0,1
14036,1.0,1
14037,0.5,1
14038,0.5,1
14039,0.5,1
14040,1.0,1
14041,0.5,1
14042,-0.1,0
14043,0.5,1
14044,0.5,1
14045,-0.1,0
14046,0.5,1
14047,0.5,1
14048,0.5,1
14049,1.0,1
14050,-0.1,0
14051,1.0,1
14052,1.0,1
14053,0.5,1
14054,1.0,1
14055,0.5,1
14056,0.5,1
14057,0.5,1
14058,0.5,1
14059,0.5,1
14060,-0.1,0
14061,0.5,1
14062,1.0,1
14063,0.5,1
14064,0.5,1
14065,0.5,1
14066,0.5,1
14067,0.5,1
14068,0.5,1
14069,0.5,1
14070,-0.1,0
14071,0.5,1
14072,-0.1,0
14073,0.5,1
14074,-0.1,0
14075,0.5,1
14076,0.5,1
14077,-0.1,0
14078,0.5,1
14079,1.0,1
14080,0.5,1
14081,-0.1,0
14082,0.5,1
14083,0.5,1
14084,0.5,1
14085,-0.1,0
14086,0.5,1
14087,0.5,1
14088,0.5,1
14089,1.0,1
14090,0.5,1
14091,0.5,1
14092,0.5,1
14093,0.5,1
14094,-0.1,0
14095,0.5,1
14096,-0.1,0
14097,0.5,1
14098,1.0,1
14099,1.0,1
14100,1.0,1
14101,-0.1,0
14102,0.5,1
14103,1.0,1
14104,1.0,1
14105,1.0,1
14106,0.5,1
14107,0.5,1
14108,-0.1,0
14109,0.5,1
14110,0.5,1
14111,0.5,1
14112,0.5,1
14113,-0.1,0
14114,-0.1,0
14115,-0.1,0
14116,0.5,1
14117,-0.1,0
14118,0.5,1
14119,0.5,1
14120,1.0,1
14121,0.5,1
14122,0.5,1
14123,0.5,1
14124,0.5,1
14125,0.5,1
14126,-0.1,0
14127,1.0,1
14128,0.5,1
14129,-0.1,0
14130,0.5,1
14131,0.5,1
14132,1.0,1
14133,-0.1,0
14134,0.5,1
14135,0.5,1
14136,0.5,1
14137,0.5,1
14138,0.5,1
14139,0.5,1
14140,-0.1,0
14141,1.0,1
14142,-0.1,0
14143,-0.1,0
14144,0.5,1
14145,0.5,1
14146,1.0,1
14147,1.0,1
14148,0.5,1
14149,0.5,1
14150,1.0,1
14151,0.5,1
14152,1.0,1
14153,0.5,1
14154,0.5,1
14155,-0.1,0
14156,-0.1,0
14157,0.5,1
14158,1.0,1
14159,0.5,1
14160,1.0,1
14161,0.5,1
14162,0.5,1
14163,0.5,1
14164,0.5,1
14165,-0.1,0
14166,0.5,1
14167,0.5,1
14168,1.0,1
14169,1.0,1
14170,0.5,1
14171,0.5,1
14172,0.5,1
14173,-0.1,0
14174,-0.1,0
14175,-0.1,0
14176,1.0,1
14177,0.5,1
14178,0.5,1
14179,0.5,1
14180,0.5,1
14181,-0.1,0
14182,1.0,1
14183,0.5,1
14184,-0.1,0
14185,1.0,1
14186,0.5,1
14187,0.5,1
14188,1.0,1
14189,-0.1,0
14190,0.5,1
14191,0.5,1
14192,1.0,1
14193,0.5,1
14194,0.5,1
14195,0.5,1
14196,-0.1,0
14197,-0.1,0
14198,0.5,1
14199,0.5,1
14200,0.5,1
14201,-0.1,0
14202,-0.1,0
14203,0.5,1
14204,0.5,1
14205,0.5,1
14206,-0.1,0
14207,1.0,1
14208,0.5,1
14209,0.5,1
14210,0.5,1
14211,-0.1,0
14212,0.5,1
14213,0.5,1
14214,-0.1,0
14215,0.5,1
14216,-0.1,0
14217,0.5,1
14218,1.0,1
14219,0.5,1
14220,0.5,1
14221,0.5,1
14222,0.5,1
14223,0.5,1
14224,-0.1,0
14225,-0.1,0
14226,0.5,1
14227,0.5,1
14228,0.5,1
14229,-0.1,0
14230,1.0,1
14231,0.5,1
14232,-0.1,0
14233,-0.1,0
14234,-0.1,0
14235,1.0,1
14236,0.5,1
14237,0.5,1
14238,-0.1,0
14239,-0.1,0
14240,0.5,1
14241,0.5,1
14242,1.0,1
14243,0.5,1
14244,0.5,1
14245,0.5,1
14246,-0.1,0
14247,1.0,1
14248,0.5,1
14249,0.5,1
14250,1.0,1
14251,1.0,1
14252,0.5,1
14253,-0.1,0
14254,0.5,1
14255,1.0,1
14256,0.5,1
14257,0.5,1
14258,1.0,1
14259,-0.1,0
14260,0.5,1
14261,0.5,1
14262,0.5,1
14263,-0.1,0
14264,0.5,1
14265,-0.1,0
14266,1.0,1
14267,-0.1,0
14268,0.5,1
14269,0.5,1
14270,0.5,1
14271,0.5,1
14272,0.5,1
14273,1.0,1
14274,-0.1,0
14275,0.5,1
14276,1.0,1
14277,0.5,1
14278,1.0,1
14279,-0.1,0
14280,0.5,1
14281,0.5,1
14282,-0.1,0
14283,0.5,1
14284,1.0,1
14285,0.5,1
14286,0.5,1
14287,-0.1,0
14288,0.5,1
14289,0.5,1
14290,-0.1,0
14291,0.5,1
14292,-0.1,0
14293,0.5,1
14294,-0.1,0
14295,0.5,1
14296,0.5,1
14297,1.0,1
14298,0.5,1
14299,0.5,1
14300,0.5,1
14301,0.5,1
14302,1.0,1
14303,1.0,1
14304,-0.1,0
14305,-0.1,0
14306,-0.1,0
14307,0.5,1
14308,-0.1,0
14309,0.5,1
14310,0.5,1
14311,-0.1,0
14312,1.0,1
14313,0.5,1
14314,0.5,1
14315,0.5,1
14316,0.5,1
14317,0.5,1
14318,0.5,1
14319,0.5,1
14320,0.5,1
14321,0.5,1
14322,0.5,1
14323,-0.1,0
14324,-0.1,0
14325,0.5,1
14326,0.5,1
14327,-0.1,0
14328,-0.1,0
14329,0.5,1
14330,0.5,1
14331,1.0,1
14332,0.5,1
14333,-0.1,0
14334,-0.1,0
14335,0.5,1
14336,0.5,1
14337,0.5,1
14338,1.0,1
14339,0.5,1
14340,1.0,1
14341,0.5,1
14342,-0.1,0
14343,0.5,1
14344,-0.1,0
14345,0.5,1
14346,1.0,1
14347,1.0,1
14348,-0.1,0
14349,0.5,1
14350,0.5,1
14351,0.5,1
14352,0.5,1
14353,-0.1,0
14354,0.5,1
14355,0.5,1
14356,0.5,1
14357,0.5,1
14358,1.0,1
14359,0.5,1
14360,1.0,1
14361,-0.1,0
14362,0.5,1
14363,0.5,1
14364,-0.1,0
14365,0.5,1
14366,1.0,1
14367,1.0,1
14368,0.5,1
14369,0.5,1
14370,0.5,1
14371,1.0,1
14372,0.5,1
14373,-0.1,0
14374,1.0,1
14375,1.0,1
14376,1.0,1
14377,-0.1,0
14378,1.0,1
14379,0.5,1
14380,0.5,1
14381,-0.1,0
14382,-0.1,0
14383,0.5,1
14384,0.5,1
14385,-0.1,0
14386,-0.1,0
14387,0.5,1
14388,0.5,1
14389,-0.1,0
14390,0.5,1
14391,0.5,1
14392,1.0,1
14393,1.0,1
14394,0.5,1
14395,-0.1,0
14396,0.5,1
14397,1.0,1
14398,-0.1,0
14399,-0.1,0
14400,-0.1,0
14401,1.0,1
14402,0.5,1
14403,0.5,1
14404,0.5,1
14405,0.5,1
14406,0.5,1
14407,1.0,1
14408,0.5,1
14409,0.5,1
14410,0.5,1
14411,0.5,1
14412,0.5,1
14413,1.0,1
14414,0.5,1
14415,0.5,1
14416,1.0,1
14417,0.5,1
14418,0.5,1
14419,-0.1,0
14420,-0.1,0
14421,0.5,1
14422,0.5,1
14423,1.0,1
14424,0.5,1
14425,0.5,1
14426,0.5,1
14427,-0.1,0
14428,0.5,1
14429,1.0,1
14430,0.5,1
14431,-0.1,0
14432,0.5,1
14433,1.0,1
14434,-0.1,0
14435,-0.1,0
14436,-0.1,0
14437,0.5,1
14438,0.5,1
14439,0.5,1
14440,0.5,1
14441,0.5,1
14442,0.5,1
14443,-0.1,0
14444,0.5,1
14445,0.5,1
14446,0.5,1
14447,0.5,1
14448,1.0,1
14449,0.5,1
14450,-0.1,0
14451,1.0,1
14452,0.5,1
14453,-0.1,0
14454,-0.1,0
14455,1.0,1
14456,1.0,1
14457,0.5,1
14458,0.5,1
14459,0.5,1
14460,0.5,1
14461,0.5,1
14462,1.0,1
14463,0.5,1
14464,1.0,1
14465,0.5,1
14466,-0.1,0
14467,0.5,1
14468,0.5,1
14469,-0.1,0
14470,-0.1,0
14471,0.5,1
14472,0.5,1
14473,1.0,1
14474,-0.1,0
14475,0.5,1
14476,0.5,1
14477,-0.1,0
14478,0.5,1
14479,0.5,1
14480,0.5,1
14481,1.0,1
14482,0.5,1
14483,0.5,1
14484,0.5,1
14485,0.5,1
14486,0.5,1
14487,0.5,1
14488,0.5,1
14489,0.5,1
14490,0.5,1
14491,1.0,1
14492,0.5,1
14493,0.5,1
14494,0.5,1
14495,0.5,1
14496,-0.1,0
14497,1.0,1
14498,-0.1,0
14499,0.5,1
14500,0.5,1
14501,-0.1,0
14502,1.0,1
14503,-0.1,0
14504,-0.1,0
14505,-0.1,0
14506,-0.1,0
14507,0.5,1
14508,1.0,1
14509,0.5,1
14510,0.5,1
14511,0.5,1
14512,0.5,1
14513,0.5,1
14514,0.5,1
14515,1.0,1
14516,0.5,1
14517,-0.1,0
14518,0.5,1
14519,-0.1,0
14520,0.5,1
14521,-0.1,0
14522,-0.1,0
14523,0.5,1
14524,0.5,1
14525,-0.1,0
14526,0.5,1
14527,0.5,1
14528,0.5,1
14529,1.0,1
14530,-0.1,0
14531,0.5,1
14532,-0.1,0
14533,0.5,1
14534,0.5,1
14535,1.0,1
14536,1.0,1
14537,1.0,1
14538,0.5,1
14539,0.5,1
14540,0.5,1
14541,-0.1,0
14542,0.5,1
14543,-0.1,0
14544,0.5,1
14545,0.5,1
14546,1.0,1
14547,0.5,1
14548,0.5,1
14549,0.5,1
14550,0.5,1
14551,-0.1,0
14552,0.5,1
14553,0.5,1
14554,0.5,1
14555,0.5,1
14556,0.5,1
14557,0.5,1
14558,0.5,1
14559,0.5,1
14560,1.0,1
14561,0.5,1
14562,0.5,1
14563,0.5,1
14564,-0.1,0
14565,1.0,1
14566,0.5,1
14567,1.0,1
14568,0.5,1
14569,1.0,1
14570,1.0,1
14571,1.0,1
14572,1.0,1
14573,0.5,1
14574,1.0,1
14575,0.5,1
14576,-0.1,0
14577,1.0,1
14578,0.5,1
14579,-0.1,0
14580,0.5,1
14581,0.5,1
14582,0.5,1
14583,-0.1,0
14584,-0.1,0
14585,-0.1,0
14586,0.5,1
14587,-0.1,0
14588,0.5,1
14589,-0.1,0
14590,0.5,1
14591,0.5,1
14592,1.0,1
14593,0.5,1
14594,0.5,1
14595,0.5,1
14596,-0.1,0
14597,0.5,1
14598,-0.1,0
14599,0.5,1
14600,1.0,1
14601,1.0,1
14602,0.5,1
14603,1.0,1
14604,0.5,1
14605,0.5,1
14606,-0.1,0
14607,1.0,1
14608,0.5,1
14609,1.0,1
14610,1.0,1
14611,-0.1,0
14612,-0.1,0
14613,1.0,1
14614,1.0,1
14615,0.5,1
14616,-0.1,0
14617,-0.1,0
14618,0.5,1
14619,1.0,1
14620,-0.1,0
14621,0.5,1
14622,-0.1,0
14623,1.0,1
14624,0.5,1
14625,1.0,1
14626,0.5,1
14627,0.5,1
14628,0.5,1
14629,0.5,1
14630,0.5,1
14631,0.5,1
14632,0.5,1
14633,1.0,1
14634,-0.1,0
14635,0.5,1
14636,0.5,1
14637,0.5,1
14638,-0.1,0
14639,0.5,1
14640,0.5,1
14641,-0.1,0
14642,-0.1,0
14643,1.0,1
14644,1.0,1
14645,-0.1,0
14646,-0.1,0
14647,0.5,1
14648,0.5,1
14649,-0.1,0
14650,1.0,1
14651,0.5,1
14652,-0.1,0
14653,-0.1,0
14654,0.5,1
14655,0.5,1
14656,0.5,1
14657,0.5,1
14658,-0.1,0
14659,1.0,1
14660,0.5,1
14661,0.5,1
14662,0.5,1
14663,0.5,1
14664,-0.1,0
14665,1.0,1
14666,-0.1,0
14667,0.5,1
14668,0.5,1
14669,1.0,1
14670,-0.1,0
14671,0.5,1
14672,1.0,1
14673,0.5,1
14674,0.5,1
14675,0.5,1
14676,0.5,1
14677,1.0,1
14678,0.5,1
14679,-0.1,0
14680,1.0,1
14681,0.5,1
14682,0.5,1
14683,-0.1,0
14684,-0.1,0
14685,-0.1,0
14686,-0.1,0
14687,-0.1,0
14688,0.5,1
14689,0.5,1
14690,0.5,1
14691,0.5,1
14692,0.5,1
14693,-0.1,0
14694,0.5,1
14695,0.5,1
14696,0.5,1
14697,1.0,1
14698,1.0,1
14699,0.5,1
14700,0.5,1
14701,1.0,1
14702,-0.1,0
14703,1.0,1
14704,0.5,1
14705,1.0,1
14706,0.5,1
14707,0.5,1
14708,0.5,1
14709,0.5,1
14710,-0.1,0
14711,-0.1,0
14712,-0.1,0
14713,0.5,1
14714,0.5,1
14715,0.5,1
14716,0.5,1
14717,-0.1,0
14718,-0.1,0
14719,0.5,1
14720,-0.1,0
14721,0.5,1
14722,1.0,1
14723,1.0,1
14724,1.0,1
14725,0.5,1
14726,0.5,1
14727,-0.1,0
14728,0.5,1
14729,0.5,1
