episode,reward,success,length
500,0.3498992,1,1
501,-0.1,0,1
502,0.30239114,1,1
503,0.24223047,1,1
504,0.21411422,1,1
505,0.34883404,1,1
506,-0.1,0,1
507,0.3918321,1,1
508,-0.1,0,1
509,-0.1,0,1
510,0.32852733,1,1
511,-0.1,0,1
512,-0.1,0,1
513,-0.1,0,1
514,-0.1,0,1
515,-0.1,0,1
516,0.38601965,1,1
517,0.36328542,1,1
518,-0.1,0,1
519,-0.1,0,1
520,0.32983372,1,1
521,0.40882617,1,1
522,-0.1,0,1
523,-0.1,0,1
524,-0.1,0,1
525,-0.1,0,1
526,-0.1,0,1
527,-0.1,0,1
528,-0.1,0,1
529,-0.1,0,1
530,-0.1,0,1
531,0.40587598,1,1
532,-0.1,0,1
533,0.42069528,1,1
534,-0.1,0,1
535,-0.1,0,1
536,-0.1,0,1
537,-0.1,0,1
538,-0.1,0,1
539,-0.1,0,1
540,0.4499536,1,1
541,0.3611262,1,1
542,-0.1,0,1
543,0.23735075,1,1
544,0.3714534,1,1
545,-0.1,0,1
546,-0.1,0,1
547,-0.1,0,1
548,0.3956155,1,1
549,0.38890257,1,1
550,-0.1,0,1
551,0.29943264,1,1
552,-0.1,0,1
553,0.25382492,1,1
554,-0.1,0,1
555,0.39792392,1,1
556,-0.1,0,1
557,-0.1,0,1
558,0.43676236,1,1
559,-0.1,0,1
560,-0.1,0,1
561,0.3403146,1,1
562,-0.1,0,1
563,0.44908392,1,1
564,0.29813263,1,1
565,0.4682781,1,1
566,-0.1,0,1
567,0.45649293,1,1
568,-0.1,0,1
569,-0.1,0,1
570,0.43982354,1,1
571,0.30395317,1,1
572,-0.1,0,1
573,-0.1,0,1
574,-0.1,0,1
575,-0.1,0,1
576,0.41279322,1,1
577,-0.1,0,1
578,-0.1,0,1
579,0.37767965,1,1
580,0.36812836,1,1
581,-0.1,0,1
582,0.27126914,1,1
583,0.33156663,1,1
584,-0.1,0,1
585,-0.1,0,1
586,0.29449388,1,1
587,-0.1,0,1
588,-0.1,0,1
589,0.45192418,1,1
590,-0.1,0,1
591,-0.1,0,1
592,-0.1,0,1
593,-0.1,0,1
594,-0.1,0,1
595,0.37208992,1,1
596,0.4511806,1,1
597,0.3808468,1,1
598,0.37391618,1,1
599,-0.1,0,1
600,-0.1,0,1
601,0.2743071,1,1
602,-0.1,0,1
603,-0.1,0,1
604,-0.1,0,1
605,0.36960572,1,1
606,-0.1,0,1
607,-0.1,0,1
608,-0.1,0,1
609,-0.1,0,1
